gene	genome	ko	gene_abundance
Beatrix-1_00084_60	MAG_arc022	K02636	48.98
Beatrix-1_00084_61	MAG_arc022	K05685; K09808	24.00
Beatrix-1_00084_62	MAG_arc022		96.50
Beatrix-1_00084_63	MAG_arc022	K02003	44.53
Beatrix-1_00084_64	MAG_arc022		13.72
Beatrix-1_00084_65	MAG_arc022	K02003	54.44
Beatrix-1_00084_66	MAG_arc022	K09808	49.17
Beatrix-1_00084_67	MAG_arc022	K09808	47.83
Beatrix-1_00084_68	MAG_arc022	K07243	31.89
Beatrix-1_00084_69	MAG_arc022		67.29
Beatrix-1_00084_70	MAG_arc022		99.48
Beatrix-1_00084_71	MAG_arc022		33.22
Beatrix-1_00084_72	MAG_arc022	K02197	47.25
Beatrix-1_00084_73	MAG_arc022	K02198	12.04
Beatrix-1_00084_74	MAG_arc022		25.65
Beatrix-1_00084_75	MAG_arc022		57.73
Beatrix-1_00084_76	MAG_arc022		14.91
Beatrix-1_00084_77	MAG_arc022	K06196	63.52
Beatrix-1_00084_78	MAG_arc022		24.89
Beatrix-1_00084_79	MAG_arc022		37.85
Beatrix-1_00084_80	MAG_arc022	K07053	41.05
Beatrix-1_00084_81	MAG_arc022	K09516	15.38
Beatrix-1_00084_82	MAG_arc022		54.74
Beatrix-1_00085_1	MAG_arc022	K02491; K13587	66.82
Beatrix-1_00085_2	MAG_arc022	K11354	30.21
Beatrix-1_00085_3	MAG_arc022	K11355; K11527	26.12
Beatrix-1_00085_4	MAG_arc022	K11354	63.99
Beatrix-1_00085_5	MAG_arc022	K11354	10.57
Beatrix-1_00085_6	MAG_arc022	K08481	42.71
Beatrix-1_00085_7	MAG_arc022	K08482	77.24
Beatrix-1_00085_8	MAG_arc022	K11354	113.35
Beatrix-1_00085_9	MAG_arc022	K11354	217.74
Beatrix-1_00085_10	MAG_arc022	K00927	37.24
Beatrix-1_00085_11	MAG_arc022		43.81
Beatrix-1_00085_12	MAG_arc022	K02491; K17763	65.27
Beatrix-1_00085_13	MAG_arc022	K17762	24.67
Beatrix-1_00085_14	MAG_arc022	K06379; K17752	6.52
Beatrix-1_00085_15	MAG_arc022	K05518	44.94
Beatrix-1_00085_16	MAG_arc022	K11354	18.97
Beatrix-1_00085_17	MAG_arc022	K11354	19.47
Beatrix-1_00085_18	MAG_arc022	K11355; K11527	40.11
Beatrix-1_00085_19	MAG_arc022	K00948	39.88
Beatrix-1_00085_20	MAG_arc022		57.54
Beatrix-1_00085_21	MAG_arc022	K03821	160.46
Beatrix-1_00085_22	MAG_arc022		100.95
Beatrix-1_00085_23	MAG_arc022		45.44
Beatrix-1_00085_24	MAG_arc022		68.81
Beatrix-1_00085_25	MAG_arc022	K07464	95.18
Beatrix-1_00085_26	MAG_arc022		63.25
Beatrix-1_00086_1	MAG_arc022		47.07
Beatrix-1_00086_2	MAG_arc022		47.21
Beatrix-1_00086_3	MAG_arc022		115.14
Beatrix-1_00087_1	MAG_arc022	K03498	53.54
Beatrix-1_00087_2	MAG_arc022	K09722	150.44
Beatrix-1_00087_3	MAG_arc022	K06982	127.48
Beatrix-1_00087_4	MAG_arc022		43.00
Beatrix-1_00087_5	MAG_arc022	K00986	72.03
Beatrix-1_00087_6	MAG_arc022	K00436; K17993	72.58
Beatrix-1_00087_7	MAG_arc022	K00443; K17994	65.95
Beatrix-1_00087_8	MAG_arc022	K00326; K16951	30.73
Beatrix-1_00087_9	MAG_arc022	K17996	79.65
Beatrix-1_00087_10	MAG_arc022		54.58
Beatrix-1_00087_11	MAG_arc022	K00034; K03366	32.10
Beatrix-1_00087_12	MAG_arc022		58.51
Beatrix-1_00087_13	MAG_arc022	K10709	24.22
Beatrix-1_00087_14	MAG_arc022		100.00
Beatrix-1_00087_15	MAG_arc022		43.20
Beatrix-1_00087_16	MAG_arc022	K03775	87.20
Beatrix-1_00087_17	MAG_arc022	K00796	83.14
Beatrix-1_00087_18	MAG_arc022	K25007	71.36
Beatrix-1_00087_19	MAG_arc022	K24042	30.95
Beatrix-1_00087_20	MAG_arc022	K03147	52.09
Beatrix-1_00087_21	MAG_arc022	K06213	39.85
Beatrix-1_00087_22	MAG_arc022		67.55
Beatrix-1_00087_23	MAG_arc022		34.96
Beatrix-1_00087_24	MAG_arc022		41.97
Beatrix-1_00087_25	MAG_arc022	K04651	11.88
Beatrix-1_00087_26	MAG_arc022		45.65
Beatrix-1_00087_27	MAG_arc022	K15987	16.29
Beatrix-1_00087_28	MAG_arc022	K09808	29.47
Beatrix-1_00087_29	MAG_arc022	K09808	42.75
Beatrix-1_00087_30	MAG_arc022	K02003	181.80
Beatrix-1_00087_31	MAG_arc022	K03709	31.93
Beatrix-1_00087_32	MAG_arc022	K09121	46.70
Beatrix-1_00087_33	MAG_arc022	K03800	55.12
Beatrix-1_00087_34	MAG_arc022	K06384	44.19
Beatrix-1_00087_35	MAG_arc022		98.49
Beatrix-1_00087_36	MAG_arc022		61.54
Beatrix-1_00087_37	MAG_arc022	K13280	79.63
Beatrix-1_00087_38	MAG_arc022		43.80
Beatrix-1_00087_39	MAG_arc022		50.18
Beatrix-1_00087_40	MAG_arc022		107.77
Beatrix-1_00087_41	MAG_arc022		65.96
Beatrix-1_00087_42	MAG_arc022		58.56
Beatrix-1_00087_43	MAG_arc022		119.74
Beatrix-1_00087_44	MAG_arc022		18.03
Beatrix-1_00087_45	MAG_arc022		41.06
Beatrix-1_00087_46	MAG_arc022		84.72
Beatrix-1_00087_47	MAG_arc022	K00721	54.64
Beatrix-1_00087_48	MAG_arc022	K22447	36.06
Beatrix-1_00087_49	MAG_arc022		36.74
Beatrix-1_00087_50	MAG_arc022	K00274; K02293	88.59
Beatrix-1_00087_51	MAG_arc022		42.23
Beatrix-1_00087_52	MAG_arc022		12.36
Beatrix-1_00087_53	MAG_arc022		250.00
Beatrix-1_00087_54	MAG_arc022		63.95
Beatrix-1_00087_55	MAG_arc022		28.96
Beatrix-1_00087_56	MAG_arc022		44.65
Beatrix-1_00087_57	MAG_arc022		41.94
Beatrix-1_00087_58	MAG_arc022		21.46
Beatrix-1_00087_59	MAG_arc022		102.46
Beatrix-1_00087_60	MAG_arc022		39.31
Beatrix-1_00087_61	MAG_arc022		42.33
Beatrix-1_00087_62	MAG_arc022	K07496	77.76
Beatrix-1_00087_63	MAG_arc022	K09667; K15837	23.62
Beatrix-1_00087_64	MAG_arc022		51.64
Beatrix-1_00087_65	MAG_arc022	K11646	65.45
Beatrix-1_00087_66	MAG_arc022	K11645; K16306	21.65
Beatrix-1_00087_67	MAG_arc022		46.41
Beatrix-1_00087_68	MAG_arc022	K03420	25.89
Beatrix-1_00087_69	MAG_arc022	K03627	29.80
Beatrix-1_00087_70	MAG_arc022	K02319	8.86
Beatrix-1_00087_71	MAG_arc022	K09116	27.16
Beatrix-1_00087_72	MAG_arc022	K07496	21.00
Beatrix-1_00087_73	MAG_arc022	K01953	10.02
Beatrix-1_00087_74	MAG_arc022		30.32
Beatrix-1_00087_75	MAG_arc022	K01892; K02502	70.14
Beatrix-1_00087_76	MAG_arc022		61.35
Beatrix-1_00087_77	MAG_arc022		141.57
Beatrix-1_00088_1	MAG_arc022	K04763	43.86
Beatrix-1_00088_2	MAG_arc022		18.66
Beatrix-1_00088_3	MAG_arc022		59.38
Beatrix-1_00088_4	MAG_arc022		19.41
Beatrix-1_00088_5	MAG_arc022		107.97
Beatrix-1_00088_6	MAG_arc022	K03167	104.39
Beatrix-1_00088_7	MAG_arc022	K07481	37.50
Beatrix-1_00088_8	MAG_arc022		16.07
Beatrix-1_00088_9	MAG_arc022	K11443; K11527	50.52
Beatrix-1_00088_10	MAG_arc022	K07716	80.78
Beatrix-1_00088_11	MAG_arc022		28.69
Beatrix-1_00088_12	MAG_arc022		55.90
Beatrix-1_00088_13	MAG_arc022		23.84
Beatrix-1_00088_14	MAG_arc022		40.02
Beatrix-1_00088_15	MAG_arc022		33.34
Beatrix-1_00088_16	MAG_arc022		52.35
Beatrix-1_00089_1	MAG_arc022		41.90
Beatrix-1_00089_2	MAG_arc022		41.16
Beatrix-1_00089_3	MAG_arc022		47.01
Beatrix-1_00089_4	MAG_arc022		47.40
Beatrix-1_00089_5	MAG_arc022		22.99
Beatrix-1_00089_6	MAG_arc022		48.01
Beatrix-1_00089_7	MAG_arc022		60.98
Beatrix-1_00089_8	MAG_arc022	K02120	102.43
Beatrix-1_00089_9	MAG_arc022	K02118	94.85
Beatrix-1_00089_10	MAG_arc022	K02117	55.83
Beatrix-1_00089_11	MAG_arc022	K02122	39.48
Beatrix-1_00089_12	MAG_arc022	K02119	86.32
Beatrix-1_00089_13	MAG_arc022	K02121	21.07
Beatrix-1_00089_14	MAG_arc022	K02124	51.78
Beatrix-1_00089_15	MAG_arc022	K02123	38.25
Beatrix-1_00089_16	MAG_arc022		7.19
Beatrix-1_00089_17	MAG_arc022	K08963; K18237	43.14
Beatrix-1_00089_18	MAG_arc022		12.97
Beatrix-1_00089_19	MAG_arc022	K02232	29.45
Beatrix-1_00089_20	MAG_arc022		42.18
Beatrix-1_00089_21	MAG_arc022	K00762	32.19
Beatrix-1_00089_22	MAG_arc022	K16317	31.60
Beatrix-1_00089_23	MAG_arc022	K03124	69.68
Beatrix-1_00089_24	MAG_arc022	K07569	32.91
Beatrix-1_00089_25	MAG_arc022	K04477	26.70
Beatrix-1_00089_26	MAG_arc022	K03105	16.51
Beatrix-1_00089_27	MAG_arc022	K03306	50.05
Beatrix-1_00089_28	MAG_arc022	K07220	101.47
Beatrix-1_00089_29	MAG_arc022	K02039	18.24
Beatrix-1_00089_30	MAG_arc022	K02036	122.60
Beatrix-1_00089_31	MAG_arc022	K02038	52.80
Beatrix-1_00089_32	MAG_arc022	K02037	72.96
Beatrix-1_00089_33	MAG_arc022	K02040	46.78
Beatrix-1_00089_34	MAG_arc022		56.37
Beatrix-1_00089_35	MAG_arc022		45.83
Beatrix-1_00089_36	MAG_arc022		55.34
Beatrix-1_00089_37	MAG_arc022	K03079	84.33
Beatrix-1_00089_38	MAG_arc022		44.13
Beatrix-1_00089_39	MAG_arc022		95.45
Beatrix-1_00089_40	MAG_arc022	K07739	32.01
Beatrix-1_00089_41	MAG_arc022		16.56
Beatrix-1_00089_42	MAG_arc022	K12264	15.75
Beatrix-1_00089_43	MAG_arc022		103.11
Beatrix-1_00089_44	MAG_arc022	K07658; K13587	48.39
Beatrix-1_00089_45	MAG_arc022		43.03
Beatrix-1_00089_46	MAG_arc022	K08482	51.22
Beatrix-1_00089_47	MAG_arc022	K03660	57.18
Beatrix-1_00089_48	MAG_arc022	K02683	40.30
Beatrix-1_00089_49	MAG_arc022	K09723	45.25
Beatrix-1_00089_50	MAG_arc022		79.19
Beatrix-1_00089_51	MAG_arc022		69.64
Beatrix-1_00089_52	MAG_arc022	K03237	25.75
Beatrix-1_00089_53	MAG_arc022	K07159	15.93
Beatrix-1_00089_54	MAG_arc022		9.29
Beatrix-1_00089_55	MAG_arc022		24.83
Beatrix-1_00090_1	MAG_arc022		19.50
Beatrix-1_00090_2	MAG_arc022		61.08
Beatrix-1_00090_3	MAG_arc022	K03969	15.22
Beatrix-1_00090_4	MAG_arc022	K06915	52.07
Beatrix-1_00090_5	MAG_arc022	K03147	172.67
Beatrix-1_00090_6	MAG_arc022		33.19
Beatrix-1_00090_7	MAG_arc022	K06868	33.77
Beatrix-1_00090_8	MAG_arc022		33.08
Beatrix-1_00090_9	MAG_arc022		20.37
Beatrix-1_00090_10	MAG_arc022		119.14
Beatrix-1_00090_11	MAG_arc022		41.43
Beatrix-1_00090_12	MAG_arc022		11.83
Beatrix-1_00090_13	MAG_arc022		98.58
Beatrix-1_00090_14	MAG_arc022	K07003	26.11
Beatrix-1_00090_15	MAG_arc022	K07003	17.07
Beatrix-1_00090_16	MAG_arc022	K13770	40.02
Beatrix-1_00090_17	MAG_arc022	K07001	10.62
Beatrix-1_00090_18	MAG_arc022	K03555	33.34
Beatrix-1_00090_19	MAG_arc022	K07001	53.98
Beatrix-1_00090_20	MAG_arc022	K07151; K21306	28.83
Beatrix-1_00090_21	MAG_arc022		28.13
Beatrix-1_00090_22	MAG_arc022		41.45
Beatrix-1_00090_23	MAG_arc022	K01874	14.36
Beatrix-1_00090_24	MAG_arc022	K21219	43.50
Beatrix-1_00091_1	MAG_arc022	K06921	135.42
Beatrix-1_00091_2	MAG_arc022		6.56
Beatrix-1_00091_3	MAG_arc022	K03243	36.05
Beatrix-1_00091_4	MAG_arc022	K03638	27.90
Beatrix-1_00091_5	MAG_arc022	K08166	42.17
Beatrix-1_00091_6	MAG_arc022	K09122	61.65
Beatrix-1_00091_7	MAG_arc022	K02485; K13587	102.12
Beatrix-1_00091_8	MAG_arc022	K01011	48.85
Beatrix-1_00091_9	MAG_arc022	K17462	64.74
Beatrix-1_00091_10	MAG_arc022	K22450	95.26
Beatrix-1_00091_11	MAG_arc022	K07065	48.36
Beatrix-1_00091_12	MAG_arc022		42.72
Beatrix-1_00091_13	MAG_arc022	K08303	48.27
Beatrix-1_00091_14	MAG_arc022		67.53
Beatrix-1_00091_15	MAG_arc022	K07065	29.15
Beatrix-1_00091_16	MAG_arc022		13.91
Beatrix-1_00091_17	MAG_arc022		15.96
Beatrix-1_00092_1	MAG_arc022	K10027	21.81
Beatrix-1_00092_2	MAG_arc022		82.17
Beatrix-1_00092_3	MAG_arc022	K07463	10.46
Beatrix-1_00092_4	MAG_arc022		38.85
Beatrix-1_00093_1	MAG_arc022		4.73
Beatrix-1_00093_2	MAG_arc022	K01400	94.41
Beatrix-1_00093_3	MAG_arc022		60.40
Beatrix-1_00094_1	MAG_arc022		72.41
Beatrix-1_00094_2	MAG_arc022	K03687	91.16
Beatrix-1_00094_3	MAG_arc022	K02470	36.25
Beatrix-1_00094_4	MAG_arc022		36.74
Beatrix-1_00094_5	MAG_arc022		43.21
Beatrix-1_00094_6	MAG_arc022		57.26
Beatrix-1_00094_7	MAG_arc022		108.95
Beatrix-1_00094_8	MAG_arc022	K02469	77.44
Beatrix-1_00094_9	MAG_arc022	K14941	62.30
Beatrix-1_00094_10	MAG_arc022	K03709	23.28
Beatrix-1_00094_11	MAG_arc022	K09815	22.70
Beatrix-1_00094_12	MAG_arc022	K09817	75.56
Beatrix-1_00094_13	MAG_arc022	K09816	13.11
Beatrix-1_00094_14	MAG_arc022		26.11
Beatrix-1_00094_15	MAG_arc022	K06379; K17752	63.81
Beatrix-1_00094_16	MAG_arc022	K07652	16.15
Beatrix-1_00094_17	MAG_arc022	K14168; K21947	79.27
Beatrix-1_00094_18	MAG_arc022		16.38
Beatrix-1_00094_19	MAG_arc022	K09150	105.14
Beatrix-1_00094_20	MAG_arc022	K07179	26.65
Beatrix-1_00094_21	MAG_arc022		15.55
Beatrix-1_00094_22	MAG_arc022	K04802	73.91
Beatrix-1_00094_23	MAG_arc022	K18882	17.89
Beatrix-1_00094_24	MAG_arc022		80.12
Beatrix-1_00094_25	MAG_arc022		15.21
Beatrix-1_00094_26	MAG_arc022		34.68
Beatrix-1_00094_27	MAG_arc022		33.00
Beatrix-1_00094_28	MAG_arc022	K03787	57.12
Beatrix-1_00094_29	MAG_arc022	K02437	23.28
Beatrix-1_00094_30	MAG_arc022		17.86
Beatrix-1_00094_31	MAG_arc022	K10709	26.69
Beatrix-1_00094_32	MAG_arc022	K09711	31.36
Beatrix-1_00094_33	MAG_arc022	K00441	28.21
Beatrix-1_00094_34	MAG_arc022		77.93
Beatrix-1_00094_35	MAG_arc022	K03738	61.39
Beatrix-1_00094_36	MAG_arc022		14.84
Beatrix-1_00094_37	MAG_arc022		44.86
Beatrix-1_00094_38	MAG_arc022	K05540	38.15
Beatrix-1_00094_39	MAG_arc022	K00330	56.37
Beatrix-1_00094_40	MAG_arc022	K00331	104.74
Beatrix-1_00094_41	MAG_arc022	K00332	22.39
Beatrix-1_00094_42	MAG_arc022	K00333	23.24
Beatrix-1_00094_43	MAG_arc022	K00337; K05572	53.74
Beatrix-1_00094_44	MAG_arc022	K00338; K05580	39.39
Beatrix-1_00094_45	MAG_arc022	K00339; K05578	39.68
Beatrix-1_00094_46	MAG_arc022		18.34
Beatrix-1_00094_47	MAG_arc022	K05576; K22166	40.07
Beatrix-1_00094_48	MAG_arc022	K05577; K22167	53.45
Beatrix-1_00094_49	MAG_arc022	K05575; K22168	31.57
Beatrix-1_00094_50	MAG_arc022	K05573; K22169	40.66
Beatrix-1_00094_51	MAG_arc022	K22170	22.27
Beatrix-1_00094_52	MAG_arc022	K02197	29.28
Beatrix-1_00094_53	MAG_arc022		25.93
Beatrix-1_00094_54	MAG_arc022	K07496	37.76
Beatrix-1_00094_55	MAG_arc022		103.70
Beatrix-1_00094_56	MAG_arc022		25.35
Beatrix-1_00094_57	MAG_arc022	K01465	20.64
Beatrix-1_00094_58	MAG_arc022	K10907	144.34
Beatrix-1_00094_59	MAG_arc022		65.64
Beatrix-1_00094_60	MAG_arc022		35.54
Beatrix-1_00094_61	MAG_arc022	K01557; K18336	106.03
Beatrix-1_00094_62	MAG_arc022		25.37
Beatrix-1_00094_63	MAG_arc022		28.84
Beatrix-1_00094_64	MAG_arc022	K20215	74.82
Beatrix-1_00094_65	MAG_arc022	K15429	25.63
Beatrix-1_00094_66	MAG_arc022		28.04
Beatrix-1_00094_67	MAG_arc022	K04487	56.16
Beatrix-1_00095_1	MAG_arc022		55.81
Beatrix-1_00095_2	MAG_arc022		42.11
Beatrix-1_00095_3	MAG_arc022	K03427	26.52
Beatrix-1_00095_4	MAG_arc022	K03427	110.43
Beatrix-1_00095_5	MAG_arc022	K01154	23.26
Beatrix-1_00095_6	MAG_arc022		155.84
Beatrix-1_00095_7	MAG_arc022	K01153	15.70
Beatrix-1_00095_8	MAG_arc022		38.05
Beatrix-1_00095_9	MAG_arc022		30.96
Beatrix-1_00095_10	MAG_arc022	K22205	29.25
Beatrix-1_00096_1	MAG_arc022		32.41
Beatrix-1_00096_2	MAG_arc022		41.98
Beatrix-1_00096_3	MAG_arc022	K00318	48.46
Beatrix-1_00096_4	MAG_arc022		108.55
Beatrix-1_00096_5	MAG_arc022		31.08
Beatrix-1_00096_6	MAG_arc022		61.82
Beatrix-1_00096_7	MAG_arc022	K07075	34.86
Beatrix-1_00096_8	MAG_arc022	K07075	60.18
Beatrix-1_00096_9	MAG_arc022	K10844; K11273	161.19
Beatrix-1_00096_10	MAG_arc022	K18843	60.45
Beatrix-1_00096_11	MAG_arc022		73.75
Beatrix-1_00096_12	MAG_arc022		110.64
Beatrix-1_00097_1	MAG_arc022	K07027	30.91
Beatrix-1_00097_2	MAG_arc022		32.69
Beatrix-1_00097_3	MAG_arc022		24.56
Beatrix-1_00097_4	MAG_arc022		73.93
Beatrix-1_00097_5	MAG_arc022	K21306	18.18
Beatrix-1_00098_1	MAG_arc022		41.46
Beatrix-1_00098_2	MAG_arc022		25.50
Beatrix-1_00098_3	MAG_arc022		47.70
Beatrix-1_00098_4	MAG_arc022		19.56
Beatrix-1_00099_1	MAG_arc022	K00619	34.72
Beatrix-1_00099_2	MAG_arc022	K01756	24.86
Beatrix-1_00099_3	MAG_arc022	K06974	250.00
Beatrix-1_00099_4	MAG_arc022	K11936; K12987	56.65
Beatrix-1_00099_5	MAG_arc022		92.74
Beatrix-1_00099_6	MAG_arc022	K01580; K18933	38.17
Beatrix-1_00099_7	MAG_arc022		77.03
Beatrix-1_00099_8	MAG_arc022	K04077	42.20
Beatrix-1_00099_9	MAG_arc022	K04078	13.26
Beatrix-1_00099_10	MAG_arc022		30.92
Beatrix-1_00099_11	MAG_arc022	K02636; K09471	96.77
Beatrix-1_00099_12	MAG_arc022		65.32
Beatrix-1_00099_13	MAG_arc022		41.51
Beatrix-1_00099_14	MAG_arc022	K06870	43.48
Beatrix-1_00099_15	MAG_arc022		15.08
Beatrix-1_00099_16	MAG_arc022	K08482	51.85
Beatrix-1_00099_17	MAG_arc022	K00821	26.44
Beatrix-1_00099_18	MAG_arc022	K00817	138.01
Beatrix-1_00099_19	MAG_arc022	K18532	49.77
Beatrix-1_00099_20	MAG_arc022		15.97
Beatrix-1_00099_21	MAG_arc022	K07666	41.72
Beatrix-1_00099_22	MAG_arc022	K09739	44.32
Beatrix-1_00099_23	MAG_arc022	K17103	88.42
Beatrix-1_00099_24	MAG_arc022	K01613	28.38
Beatrix-1_00099_25	MAG_arc022	K24447	32.82
Beatrix-1_00099_26	MAG_arc022	K17830	24.78
Beatrix-1_00099_27	MAG_arc022		33.07
Beatrix-1_00099_28	MAG_arc022		90.13
Beatrix-1_00099_29	MAG_arc022	K01585	67.92
Beatrix-1_00099_30	MAG_arc022	K09725	60.40
Beatrix-1_00099_31	MAG_arc022		28.44
Beatrix-1_00099_32	MAG_arc022		63.09
Beatrix-1_00099_33	MAG_arc022	K01784	14.70
Beatrix-1_00099_34	MAG_arc022	K07562	103.16
Beatrix-1_00099_35	MAG_arc022	K03399	33.76
Beatrix-1_00099_36	MAG_arc022	K02188	101.25
Beatrix-1_00099_37	MAG_arc022	K03572	34.92
Beatrix-1_00099_38	MAG_arc022		100.19
Beatrix-1_00099_39	MAG_arc022		29.44
Beatrix-1_00099_40	MAG_arc022	K00185	31.11
Beatrix-1_00099_41	MAG_arc022	K00124	50.57
Beatrix-1_00099_42	MAG_arc022		50.28
Beatrix-1_00099_43	MAG_arc022		13.86
Beatrix-1_00099_44	MAG_arc022		44.58
Beatrix-1_00099_45	MAG_arc022	K04085	59.10
Beatrix-1_00099_46	MAG_arc022	K11745	33.11
Beatrix-1_00099_47	MAG_arc022	K02585	22.19
Beatrix-1_00099_48	MAG_arc022		44.90
Beatrix-1_00099_49	MAG_arc022	K01923	75.88
Beatrix-1_00099_50	MAG_arc022	K01869	49.33
Beatrix-1_00099_51	MAG_arc022		20.70
Beatrix-1_00099_52	MAG_arc022	K07131	76.71
Beatrix-1_00099_53	MAG_arc022	K08482	19.42
Beatrix-1_00099_54	MAG_arc022		45.77
Beatrix-1_00099_55	MAG_arc022		165.24
Beatrix-1_00099_56	MAG_arc022	K07652	104.26
Beatrix-1_00099_57	MAG_arc022	K07658; K13587	30.40
Beatrix-1_00099_58	MAG_arc022		33.67
Beatrix-1_00099_59	MAG_arc022		43.10
Beatrix-1_00099_60	MAG_arc022	K02427	80.66
Beatrix-1_00099_61	MAG_arc022		17.78
Beatrix-1_00099_62	MAG_arc022		7.46
Beatrix-1_00099_63	MAG_arc022	K13587	62.55
Beatrix-1_00099_64	MAG_arc022		37.09
Beatrix-1_00099_65	MAG_arc022	K07648; K07658	144.46
Beatrix-1_00099_66	MAG_arc022		15.70
Beatrix-1_00099_67	MAG_arc022		31.29
Beatrix-1_00099_68	MAG_arc022	K22441	123.39
Beatrix-1_00099_69	MAG_arc022		26.56
Beatrix-1_00099_70	MAG_arc022		18.77
Beatrix-1_00099_71	MAG_arc022		33.79
Beatrix-1_00099_72	MAG_arc022		35.30
Beatrix-1_00099_73	MAG_arc022		35.36
Beatrix-1_00099_74	MAG_arc022	K04085	43.15
Beatrix-1_00099_75	MAG_arc022	K03148; K22837	62.72
Beatrix-1_00099_76	MAG_arc022		43.61
Beatrix-1_00099_77	MAG_arc022		38.95
Beatrix-1_00099_78	MAG_arc022		26.75
Beatrix-1_00099_79	MAG_arc022		73.46
Beatrix-1_00099_80	MAG_arc022	K02003	44.60
Beatrix-1_00099_81	MAG_arc022	K09808	43.99
Beatrix-1_00099_82	MAG_arc022		60.45
Beatrix-1_00099_83	MAG_arc022		39.53
Beatrix-1_00099_84	MAG_arc022	K03529	23.70
Beatrix-1_00099_85	MAG_arc022		61.43
Beatrix-1_00099_86	MAG_arc022		138.77
Beatrix-1_00099_87	MAG_arc022		51.78
Beatrix-1_00099_88	MAG_arc022		44.64
Beatrix-1_00099_89	MAG_arc022		44.27
Beatrix-1_00099_90	MAG_arc022		42.70
Beatrix-1_00099_91	MAG_arc022		10.74
Beatrix-1_00099_92	MAG_arc022		113.38
Beatrix-1_00099_93	MAG_arc022	K05592	46.14
Beatrix-1_00099_94	MAG_arc022	K11131	35.57
Beatrix-1_00099_95	MAG_arc022	K00945	44.07
Beatrix-1_00099_96	MAG_arc022		36.29
Beatrix-1_00099_97	MAG_arc022	K00939	95.65
Beatrix-1_00099_98	MAG_arc022		13.75
Beatrix-1_00099_99	MAG_arc022		31.37
Beatrix-1_00100_1	MAG_arc022	K04085	46.61
Beatrix-1_00100_2	MAG_arc022	K03168	43.03
Beatrix-1_00100_3	MAG_arc022	K13525	86.08
Beatrix-1_00100_4	MAG_arc022		36.10
Beatrix-1_00101_1	MAG_arc022		33.33
Beatrix-1_00101_2	MAG_arc022		16.76
Beatrix-1_00101_3	MAG_arc022	K07398; K07557	19.08
Beatrix-1_00101_4	MAG_arc022	K23997	41.24
Beatrix-1_00101_5	MAG_arc022		22.55
Beatrix-1_00101_6	MAG_arc022	K03637	66.77
Beatrix-1_00101_7	MAG_arc022	K01424; K09482	46.74
Beatrix-1_00101_8	MAG_arc022	K00568	20.22
Beatrix-1_00101_9	MAG_arc022		51.39
Beatrix-1_00101_10	MAG_arc022		24.47
Beatrix-1_00101_11	MAG_arc022		34.45
Beatrix-1_00101_12	MAG_arc022	K00170	29.87
Beatrix-1_00101_13	MAG_arc022	K00169	16.79
Beatrix-1_00101_14	MAG_arc022	K00172	158.24
Beatrix-1_00101_15	MAG_arc022		49.37
Beatrix-1_00101_16	MAG_arc022	K03798	74.08
Beatrix-1_00101_17	MAG_arc022	K06167	29.47
Beatrix-1_00101_18	MAG_arc022		33.73
Beatrix-1_00101_19	MAG_arc022		31.35
Beatrix-1_00101_20	MAG_arc022		26.29
Beatrix-1_00101_21	MAG_arc022		47.57
Beatrix-1_00102_1	MAG_arc022	K00936; K02486	121.84
Beatrix-1_00102_2	MAG_arc022	K07642; K11354; K11383; K20974	82.73
Beatrix-1_00102_3	MAG_arc022		94.57
Beatrix-1_00102_4	MAG_arc022		21.59
Beatrix-1_00103_1	MAG_arc022		20.61
Beatrix-1_00103_2	MAG_arc022		27.58
Beatrix-1_00104_1	MAG_arc022		37.18
Beatrix-1_00104_2	MAG_arc022		59.96
Beatrix-1_00104_3	MAG_arc022	K06409	50.92
Beatrix-1_00104_4	MAG_arc022		15.54
Beatrix-1_00104_5	MAG_arc022	K02201	98.97
Beatrix-1_00104_6	MAG_arc022	K04566	25.26
Beatrix-1_00104_7	MAG_arc022		58.58
Beatrix-1_00104_8	MAG_arc022		84.06
Beatrix-1_00105_1	MAG_arc022		22.07
Beatrix-1_00105_2	MAG_arc022	K01061	34.02
Beatrix-1_00105_3	MAG_arc022	K09808; K24948	68.71
Beatrix-1_00105_4	MAG_arc022		49.06
Beatrix-1_00105_5	MAG_arc022	K02003	48.86
Beatrix-1_00105_6	MAG_arc022	K06870	31.10
Beatrix-1_00105_7	MAG_arc022		106.41
Beatrix-1_00105_8	MAG_arc022		86.27
Beatrix-1_00105_9	MAG_arc022	K07731	25.82
Beatrix-1_00105_10	MAG_arc022	K01641; K22838	39.09
Beatrix-1_00105_11	MAG_arc022	K07550	55.91
Beatrix-1_00105_12	MAG_arc022	K07068	46.08
Beatrix-1_00105_13	MAG_arc022		59.71
Beatrix-1_00105_14	MAG_arc022	K02051; K15553	25.35
Beatrix-1_00105_15	MAG_arc022	K03809	61.63
Beatrix-1_00105_16	MAG_arc022	K06153	44.39
Beatrix-1_00105_17	MAG_arc022	K10713	45.02
Beatrix-1_00105_18	MAG_arc022	K02500	47.44
Beatrix-1_00105_19	MAG_arc022	K03120	79.24
Beatrix-1_00105_20	MAG_arc022	K22447	55.46
Beatrix-1_00105_21	MAG_arc022	K09141	52.80
Beatrix-1_00105_22	MAG_arc022		36.25
Beatrix-1_00105_23	MAG_arc022		29.17
Beatrix-1_00105_24	MAG_arc022		23.19
